Short name	Accession	TaxId	Name	Path	Assembly file	GFF file	lineage
Chafi1	Chafi1	1854472	Chaetomidium fimeti CBS 168.71 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Chafi1	Chafi1_AssemblyScaffolds.fasta.gz	Chafi1_GeneCatalog_20180308.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,sordariales,chaetomiaceae,chaetomium,chaetomium fimeti"
Altro1	Altro1	1187941	Alternaria rosae MPI-PUGE-AT-0040 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Altro1	Altro1_AssemblyScaffolds.fasta.gz	Altro1_GeneCatalog_20180320.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,pleosporaceae,alternaria,alternaria sect. pseudoalternaria,alternaria rosae"
Macpha1	Macpha1	35725	Macrophomina phaseolina MPI-SDFR-AT-0080 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Macpha1	Macpha1_AssemblyScaffolds.fasta.gz	Macpha1_GeneCatalog_20180322.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,botryosphaeriaceae,macrophomina,macrophomina phaseolina"
Suisu1	Suisu1	48586	Suillus subalutaceus FC151 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Suisu1	Suisu1_AssemblyScaffolds.fasta.gz	Suisu1_GeneCatalog_20180325.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,suillaceae,suillus,suillus subalutaceus"
Mycalb1	Mycalb1	1033008	Mycena albidolilacea CBHHK002 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Mycalb1	Mycalb1_AssemblyScaffolds.fasta.gz	Mycalb1_GeneCatalog_20180325.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,mycenaceae,mycena,mycena albidolilacea"
Rusoch1	Rusoch1	152965	Russula ochroleuca Přilba v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rusoch1	Rusoch1_AssemblyScaffolds.fasta.gz	Rusoch1_GeneCatalog_20180325.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,russula,russula ochroleuca"
BlugrR1_1	BlugrR1_1	2867405	Blumeria graminis f. sp. hordei Race1	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/BlugrR1_1	BlugrR1_1_AssemblyScaffolds.fasta.gz	BlugrR1_1_GeneCatalog_20180503.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,erysiphales,erysiphaceae,blumeria,blumeria hordei"
Blugr2	Blugr2	546991	Blumeria graminis f. sp. hordei DH14	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Blugr2	Blugr2_AssemblyScaffolds.fasta.gz	Blugr2_GeneCatalog_20180405.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,erysiphales,erysiphaceae,blumeria,blumeria hordei,blumeria hordei dh14"
Daces1	Daces1	1079267	Dactylonectria estremocensis MPI-CAGE-AT-0021 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Daces1	Daces1_AssemblyScaffolds.fasta.gz	Daces1_GeneCatalog_20180402.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,dactylonectria,dactylonectria estremocensis"
Neucr4830_1	Neucr4830_1	5141	Neurospora crassa clade B FGSC 4830 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Neucr4830_1	Neucr4830_1_AssemblyScaffolds.fasta.gz	Neucr4830_1_GeneCatalog_20180402.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,sordariales,sordariaceae,neurospora,neurospora crassa"
Hyacur1	Hyacur1	82268	Hyaloraphidium curvatum SAG235-1 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/MONOBLEPHARIDOMYCETES/Hyacur1	Hyacur1_AssemblyScaffolds.fasta.gz	Hyacur1_GeneCatalog_20180420.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,monoblepharidomycetes,monoblepharidales,monoblepharidales incertae sedis,hyaloraphidium,hyaloraphidium curvatum"
Powhir1	Powhir1	109895	Powellomyces hirtus BR81 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Powhir1	Powhir1_AssemblyScaffolds.fasta.gz	Powhir1_GeneCatalog_20180423.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,spizellomycetales,powellomycetaceae,powellomyces,powellomyces hirtus"
Halrad1	Halrad1	101107	Halteromyces radiatus CBS 162.75 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Halrad1	Halrad1_AssemblyScaffolds.fasta.gz	Halrad1_GeneCatalog_20180330.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,cunninghamellaceae,halteromyces,halteromyces radiatus"
Fuseq1	Fuseq1	5506	Fusarium sp. FIESC 12 MPI-CAGE-AA-0113 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fuseq1	Fuseq1_AssemblyScaffolds.fasta.gz	Fuseq1_GeneCatalog_20180330.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium"
Fusso1	Fusso1	169388	Fusarium solani FSSC 5 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fusso1	Fusso1_AssemblyScaffolds.fasta.gz	Fusso1_GeneCatalog_20180401.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium,fusarium solani species complex,fusarium solani"
Botmuc1	Botmuc1	280465	Botryozyma mucatilis CBS 9042 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Botmuc1	Botmuc1_AssemblyScaffolds.fasta.gz	Botmuc1_GeneCatalog_20180420.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,trigonopsidaceae,botryozyma,botryozyma mucatilis"
Zoorad1	Zoorad1	42210	Zoophthora radicans ATCC 208865 v1.0	no_rank/ZOOPAGOMYCOTA/ENTOMOPHTHOROMYCOTINA/Zoorad1	Zoorad1_AssemblyScaffolds.fasta.gz	Zoorad1_GeneCatalog_20180427.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,zoopagomycota,entomophthoromycotina,entomophthoromycetes,entomophthorales,entomophthoraceae,zoophthora,zoophthora radicans"
Slopil1	Slopil1	106016	Slooffia pilatii Y-17178 v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Slopil1	Slopil1_AssemblyScaffolds.fasta.gz	Slopil1_GeneCatalog_20180422.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,microbotryomycetes incertae sedis,chrysozymaceae,slooffia,slooffia pilatii"
Triarc1	Triarc1	1117335	Triparticalcar arcticum BR59 v1.0	no_rank/CHYTRIDIOMYCOTA/no_rank/CHYTRIDIOMYCETES/Triarc1	Triarc1_AssemblyScaffolds.fasta.gz	Triarc1_GeneCatalog_20180427.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,chytridiomycota,chytridiomycota incertae sedis,chytridiomycetes,chytridiales,chytridiaceae,phlyctochytrium,phlyctochytrium arcticum"
Suicli1	Suicli1	1904413	Suillus clintonianus FC179 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Suicli1	Suicli1_AssemblyScaffolds.fasta.gz	Suicli1_GeneCatalog_20180420.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,suillaceae,suillus,suillus clintonianus"
Suiamp1	Suiamp1	1912932	Suillus ampliporus FC55 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Suiamp1	Suiamp1_AssemblyScaffolds.fasta.gz	Suiamp1_GeneCatalog_20180421.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,suillaceae,suillus,suillus ampliporus"
Rhivul1	Rhivul1	36057	Rhizopogon vulgaris FC72 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rhivul1	Rhivul1_AssemblyScaffolds.fasta.gz	Rhivul1_GeneCatalog_20180423.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,rhizopogonaceae,rhizopogon,rhizopogon vulgaris"
Rhitru1	Rhitru1	98235	Rhizopogon truncatus FC74 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Rhitru1	Rhitru1_AssemblyScaffolds.fasta.gz	Rhitru1_GeneCatalog_20180422.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,suillineae,rhizopogonaceae,rhizopogon,rhizopogon truncatus"
Rhodia1_1	Rhodia1_1	5288	Rhodosporidium diobovatum 08-225 v1.0	DIKARYA/BASIDIOMYCOTA/PUCCINIOMYCOTINA/Rhodia1_1	Rhodia1_1_AssemblyScaffolds.fasta.gz	Rhodia1_1_GeneCatalog_20180403.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,pucciniomycotina,microbotryomycetes,sporidiobolales,sporidiobolaceae,rhodotorula,rhodotorula diobovata"
Hygaur1	Hygaur1	72124	Hygrophoropsis aurantiaca ATCC 28755 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Hygaur1	Hygaur1_AssemblyScaffolds.fasta.gz	Hygaur1_GeneCatalog_20180505.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,boletales,coniophorineae,hygrophoropsidaceae,hygrophoropsis,hygrophoropsis aurantiaca"
Lopnit1_1	Lopnit1_1	190466	Lophodermium nitens PLMe3-1-3 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/LEOTIOMYCETES/Lopnit1_1	Lopnit1_1_AssemblyScaffolds.fasta.gz	Lopnit1_1_GeneCatalog_20180324.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,leotiomycetes,rhytismatales,rhytismataceae,lophodermium,lophodermium nitens"
Meltu1	Meltu1	371115	Melanops tulasnei CBS 116805 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Meltu1	Meltu1_AssemblyScaffolds.fasta.gz	Meltu1_GeneCatalog_20180421.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,botryosphaeriales,melanopsaceae,melanops,melanops tulasnei"
Conioc1	Conioc1	1571157	Coniochaeta sp. 2T2.1 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Conioc1	Conioc1_AssemblyScaffolds.fasta.gz	Conioc1_GeneCatalog_20180327.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,coniochaetales,coniochaetaceae,coniochaeta,unclassified coniochaeta,coniochaeta sp. 2t2.1"
Fenfe1	Fenfe1	914049	Fenestella fenestrata ATCC 66461 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Fenfe1	Fenfe1_AssemblyScaffolds.fasta.gz	Fenfe1_GeneCatalog_20180419.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporales,pleosporineae,cucurbitariaceae,fenestella,fenestella fenestrata"
Copang1	Copang1	980116	Coprinellus angulatus CBS 144469 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Copang1	Copang1_AssemblyScaffolds.fasta.gz	Copang1_primary_alleles_20180426.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,psathyrellaceae,tulosesus,tulosesus angulatus"
Morsny1	Morsny1	1174678	Morchella snyderi CBS 144464 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/PEZIZOMYCETES/Morsny1	Morsny1_AssemblyScaffolds.fasta.gz	Morsny1_GeneCatalog_20180419.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,pezizomycetes,pezizales,morchellaceae,morchella,morchella sect. distantes,morchella snyderi"
Fusco1	Fusco1	5506	Fusarium commune MPI-SDFR-AT-0072 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fusco1	Fusco1_AssemblyScaffolds.fasta.gz	Fusco1_GeneCatalog_20180421.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium"
Lashi1	Lashi1	260671	Lasiosphaeris hispida CBS 955.72 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Lashi1	Lashi1_AssemblyScaffolds.fasta.gz	Lashi1_GeneCatalog_20180511.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,sordariales,lasiosphaeriaceae,lasiosphaeria,lasiosphaeria hispida"
Podap1	Podap1	314037	Podospora appendiculata CBS 314.62 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Podap1	Podap1_AssemblyScaffolds.fasta.gz	Podap1_GeneCatalog_20180511.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,sordariomycetidae,sordariales,podosporaceae,podospora,podospora appendiculata"
Armnab1	Armnab1	64368	Armillaria nabsnona CMW6904 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Armnab1	Armnab1_AssemblyScaffolds.fasta.gz	Armnab1_GeneCatalog_20180526.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,physalacriaceae,armillaria,armillaria nabsnona"
Velabi1	Velabi1	941530	Veluticeps abietina OMC1657 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Velabi1	Velabi1_AssemblyScaffolds.fasta.gz	Velabi1_GeneCatalog_20180530.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,gloeophyllales,gloeophyllaceae,veluticeps,veluticeps abietina"
Anoalb1	Anoalb1	693288	Anomoloma albolutescens OMC1655 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Anoalb1	Anoalb1_AssemblyScaffolds.fasta.gz	Anoalb1_GeneCatalog_20180530.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,amylocorticiales,amylocorticiaceae,anomoloma,anomoloma albolutescens"
Armlut1	Armlut1	153913	Armillaria luteobubalina HWK02 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Armlut1	Armlut1_AssemblyScaffolds.fasta.gz	Armlut1_primary_alleles_20180531.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,physalacriaceae,armillaria,armillaria luteobubalina"
Armect1	Armect1	47430	Armillaria ectypa FPL83.16 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Armect1	Armect1_AssemblyScaffolds.fasta.gz	Armect1_GeneCatalog_20180530.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,agaricales incertae sedis,desarmillaria,desarmillaria ectypa"
Fusoxys1	Fusoxys1	5507	Fusarium oxysporum MPI-CAGE-CH-0212 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fusoxys1	Fusoxys1_AssemblyScaffolds.fasta.gz	Fusoxys1_GeneCatalog_20180511.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium,fusarium oxysporum species complex,fusarium oxysporum"
Fustri1	Fustri1	61284	Fusarium tricinctum MPI-SDFR-AT-0044 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fustri1	Fustri1_AssemblyScaffolds.fasta.gz	Fustri1_GeneCatalog_20180510.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium,fusarium tricinctum species complex,fusarium tricinctum"
Fustr1	Fustr1	61284	Fusarium tricinctum MPI-SDFR-AT-0068 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fustr1	Fustr1_AssemblyScaffolds.fasta.gz	Fustr1_GeneCatalog_20180511.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium,fusarium tricinctum species complex,fusarium tricinctum"
Stobe1	Stobe1	706121	Stomiopeltis betulae CBS114420 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Stobe1	Stobe1_AssemblyScaffolds.fasta.gz	Stobe1_GeneCatalog_20180620.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,dothideomycetes incertae sedis,micropeltidaceae,stomiopeltis,stomiopeltis betulae"
Myxme1	Myxme1	54550	Myxozyma melibiosi Phaff 52-87 v1.0	ASCOMYCOTA/SACCHAROMYCOTINA/Myxme1	Myxme1_AssemblyScaffolds.fasta.gz	Myxme1_GeneCatalog_20180510.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,saccharomycotina,saccharomycetes,saccharomycetales,saccharomycetales incertae sedis,myxozyma,myxozyma melibiosi"
Pleav1	Pleav1	193131	Pleospora avicennia ATCC 66911 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/DOTHIDEOMYCETES/Pleav1	Pleav1_AssemblyScaffolds.fasta.gz	Pleav1_GeneCatalog_20180620.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,dothideomyceta,dothideomycetes,pleosporomycetidae,pleosporomycetidae incertae sedis,halojulellaceae,halojulella,halojulella avicenniae"
Fusven1	Fusven1	56646	Fusarium venenatum MPI-CAGE-CH-0201 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Fusven1	Fusven1_AssemblyScaffolds.fasta.gz	Fusven1_GeneCatalog_20180620.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,fusarium,fusarium sambucinum species complex,fusarium venenatum"
Dacma1	Dacma1	307937	Dactylonectria macrodidyma MPI-CAGE-AT-0147 v1.0	ASCOMYCOTA/PEZIZOMYCOTINA/SORDARIOMYCETES/Dacma1	Dacma1_AssemblyScaffolds.fasta.gz	Dacma1_GeneCatalog_20180621.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,ascomycota,saccharomyceta,pezizomycotina,leotiomyceta,sordariomyceta,sordariomycetes,hypocreomycetidae,hypocreales,nectriaceae,dactylonectria,dactylonectria macrodidyma"
Psiser1	Psiser1	797126	Psilocybe serbica v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Psiser1	Psiser1_AssemblyScaffolds.fasta.gz	Psiser1_GeneCatalog_20180612.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,strophariaceae,psilocybe,psilocybe serbica"
Helpul1	Helpul1	562976	Helicostylum pulchrum RSA 2064 v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Helpul1	Helpul1_AssemblyScaffolds.fasta.gz	Helpul1_GeneCatalog_20180613.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,mucoraceae,helicostylum,helicostylum pulchrum"
Chocucu1	Chocucu1	101091	Choanephora cucurbitarum NRRL2744 (50) v1.0	no_rank/MUCOROMYCOTA/MUCOROMYCOTINA/Chocucu1	Chocucu1_AssemblyScaffolds.fasta.gz	Chocucu1_GeneCatalog_20180614.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,mucoromycotina,mucoromycetes,mucorales,mucorineae,choanephoraceae,choanephoroideae,choanephora,choanephora cucurbitarum"
Lacpsa1	Lacpsa1	1907521	Lactarius psammicola BPL869 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Lacpsa1	Lacpsa1_AssemblyScaffolds.fasta.gz	Lacpsa1_GeneCatalog_20180531.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,russulaceae,lactarius,lactarius psammicola"
Anomyc1	Anomyc1	693289	Anomoporia myceliosa MJL 4413 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Anomyc1	Anomyc1_AssemblyScaffolds.fasta.gz	Anomyc1_GeneCatalog_20180511.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,amylocorticiales,amylocorticiaceae,anomoloma,anomoloma myceliosum"
Creces1	Creces1	110238	Crepidotus cesatii CBS 511.95 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Creces1	Creces1_AssemblyScaffolds.fasta.gz	Creces1_GeneCatalog_20180507.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetidae,agaricales,crepidotaceae,crepidotus,crepidotus cesatii"
Laxbic1	Laxbic1	68771	Laxitextum bicolor CBS 258.73 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Laxbic1	Laxbic1_AssemblyScaffolds.fasta.gz	Laxbic1_primary_alleles_20180616.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,gloeocystidiellaceae,laxitextum,laxitextum bicolor"
Albpec1	Albpec1	80572	Albatrellus peckianus DAOM 52321 v1.0	DIKARYA/BASIDIOMYCOTA/AGARICOMYCOTINA/AGARICOMYCETES/Albpec1	Albpec1_AssemblyScaffolds.fasta.gz	Albpec1_GeneCatalog_20180618.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,dikarya,basidiomycota,agaricomycotina,agaricomycetes,agaricomycetes incertae sedis,russulales,albatrellaceae,albatrellus,albatrellus peckianus"
Rhice1_1	Rhice1_1	658196	Rhizophagus cerebriforme DAOM 227022 v1.0	no_rank/MUCOROMYCOTA/GLOMEROMYCOTINA/Rhice1_1	Rhice1_1_AssemblyScaffolds.fasta.gz	Rhice1_1_GeneCatalog_20160727.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,glomeromycotina,glomeromycetes,glomerales,glomeraceae,glomus,glomus cerebriforme"
Gigro1	Gigro1	44941	Gigaspora rosea v1.0	no_rank/MUCOROMYCOTA/GLOMEROMYCOTINA/Gigro1	Gigro1_AssemblyScaffolds.fasta.gz	Gigro1_GeneCatalog_20160405.gff3.gz	"root,cellular organisms,eukaryota,opisthokonta,fungi,fungi incertae sedis,mucoromycota,glomeromycotina,glomeromycetes,diversisporales,gigasporaceae,gigaspora,gigaspora rosea"
