,abr2_abr1_1,abr2_abr1_2,abr2_abr1_3,abr2_abr2_1,abr2_abr2_2,abr2_cladeA,abr2_cladeB,ayg1_1,ayg1_2,ayg1_3,ayg1_cladeA,ayg1_outgroup,ayg1_yg1,pks1_4thn_1,pks1_4thn_2,pks1_athn_1,pks1_athn_2,pks1_ywa1,rdt1_3hnr,rdt1_4hnr_1,rdt1_4hnr_2,rdt1_4hnr_3,rdt1_4hnr_4,rdt1_arp2,rdt1_cladeA,rdt1_cladeB,rdt1_outgroup,rdt1_remaining,scd1_arp1,scd1_cladeA,scd1_cladeB,scd1_cladeC,scd1_outgroup
Diadis1,,,,737915,,,,863921,,,,,,651459,,,,,679834,752674,,,,,,,,,,,,,
Durrog2,,,,,,,,203720,,,,,,588063,,,,,593239,386736,,,,,,,,,,,,,
Cytch1,,,,,,,,,462806,,,,,524394,,,,,457671,86646,,,,,,,,,,,,464005,
Pilidi1,,,,,,,375259,,482611,,,,,481327,,,,,462335,365222,,,,,,,,,,,,,
Crypo1,,,,,,,507952,,478410,,,,,331645,,,,,342233,409610,,,,,,,,,,,,,
Polci1,,,341736,,,,,,288939,,,,,,307118,,,,,,,,286400,,,277392,,,,,,,
Boeex1,,,,,162570,,,,183497,,,,,,389812,,,,306607,,,,395954,,,,,,,,,,
Pyrtr1,,,,,,,,,152188,,,,,,149010,,,,149002,,,,155732,,,,,,,,,,
Altpo1,,,,,,,,,121237,,,,,,120528,,,,120530,,,,113532,,,,,,,,,,
Stano2,,,,,"2392,7871",,,,5794,,,,,,5469,,,,5473,,,,3939,,,,,,,,,,
Daralp1,,,,,,,,,533271,,,,,,849688,,,,506749,,,,277186,,,,,,,,,,
Maseb1,,,,,,,,,520149,,,,,,549230,,,,507065,,,,537535,,,,,,,,,,
Glost2,,385190,,,,,,,390333,,,,,,40973,,,,340396,,,,367377,,,,,,,,,,
Talpro1,,,,"289331,453005",,393109,,,,"286554,394839",,,,,,365142,,414918,,,308494,445710,,445710,,,,,394841,441517,379691,375431,
Asparx1,,,,220366,115017,,,,,203013,,,,,,,,211786,,,,203011,,203011,,,,,,212401,,201752,
Aspneos1,,,,"45984,48018",32109,37861,,,,45988,,,,19809,,,,38537,,,,"43628,45986",,"43628,45986",,,,,,35612,31957,46298,
Aspneoc1,,,,165624,150970,,,,,30745,,,,,,,,189556,,,,165620,,165620,,,,,,30737,,,
Aspparac1,,,,10089,28294,,,,,10082,,,,,,,,8237,,,,10090,,10090,,,,,,17875,,,
Aspneoca1,,,,404819,333162,,,,,404823,,,,,,,,407038,,,,404825,,404825,,,,,,404827,,,
Aspres1,,,,138338,104250,,,,,162256,,,,,,,,113611,,,,138341,,138341,,,,,,138342,,,
Asppeni1,,,,198253,72574,,,,,79219,,,,,,,,201586,,,,79223,,79223,,,,,,198257,,,
Asptep1_1,,,,31699,28955,,,,,23754,,,,,,,,17323,,,,15221,,15221,,,,,,23752,,,
Eurhe1,,,,449802,470348,,,,,548125,,,,,,,,213758,,,,528814,,528814,,,,,,513152,,,
Aspend1,,,,149810,25430,,,,,149813,,,,,,,,79604,,,,149815,121131,149815,,,,,,149816,,,
Aspgl1,,,,52685,63847,,,,,159116,,,,,,,,128659,,,,136882,,136882,,,,,,52690,,,
Aspmeg1,,,,655651,683378,,,,,79556,,,,,,,,673250,,,,655639,,655639,,,,,,655637,,,
Aspspir1,,,,494313,484575,,,,,494310,,,,,,,,496592,,,,494309,223149,494309,,,,,,494305,,,
Aspcu1,,,,388023,404814,,,,,435510,,,,,,,,424617,,,,457955,,457955,,,,,,457954,,,
Aspcapp1,,,,441493,590103,,,,,597002,,,,,,,,153714,,,,596998,,596998,,,,,,596996,,,
Aspcost1,,,,97906,174688,,,,,241493,,,,,,,,237920,,,,241494,,241494,,,,,,192260,,,
Aspchev1,,,,163798,159572,,,,,200930,,,,,,,,79033,,,,200932,,200932,,,,,,200934,,,
Aspcri1,,,,8297,2882,,,,,8294,,,,,,,,6608,,,,8293,,8293,,,,,,8292,,,
Aspbrev1,,,,280003,"244315,249368",,,,,264995,,,,,,,,"270123,279997",,,,279999,,279999,,,,,,229294,,,
Aspsy1,,,,152224,"268938,25901",659517,,,,"58365,50178",,,,,,,,61851,,,,89943,,89943,,,,,,45659,,,
Aspve1,,,,"150612,31215","84866,120349",,,,,"652310,204195",,,,,,,,47184,,,,62119,,62119,,,,517813,,83363,47077,,
Aspamoe1,,,,"162790,101266",22490,74174,,,,"162719,226962",,,,,,,,59138,,,,193618,,193618,,,,210297,,193619,201344,,
Aspang1,,,,"937541,291886","795974,797072",,,,,"937546,936179",,,,,,,,214494,,,,937545,,937545,,,,952823,,937543,929437,,
Aspcreb1,,,,"578022,586191","161369,569297",,,,,"590684,573706",,,,,,,,586656,,,,381176,,381176,,,,570097,,565401,415485,,
Asppuu1,,,,"222038,253352","21459,242290",,,,,"222033,248879",,,,,,,,244879,,,,222034,,222034,,,,236583,,222035,218383,,
Aspten1,,,,"700596,710140","578605,579712",,,,,"724935,104680",,,,,,,,628969,,,,700600,,700600,,,,728763,,724933,696602,,
Asplep1,,,,"200500,152234","200336,202149",,,,,156663,,,,,,,,170889,,,,,,,,,,,,,"186391,181914",,
Aspalli1,,,,"318691,312782","319255,321678",,,,,314982,,,,,,,,318694,,,,,,,,,315595,,,,297172,,
Aspalbe1,,,,"192408,188598","194353,194055",,,,,171529,,,,,,,,192406,,,,,,,,,193321,,,,152903,189558,
Aspber1,,,,"119769,302968","281413,302717",,,,,305228,,,,,,,,119762,,,,,,,,,,,,,,,
Asppsec1,,,,"307474,106451","303442,309609",,,,,310553,,,,,,,,302833,,,,,,,,,,310279,,,,,
Aspcae1,,,,"172553,164064","170737,170130",,,,,171209,,,,,,,,117677,,,,,,,,,132067,,,,,,
Asppset1,,,,"272700,292383","281503,294410",,,,,272038,,,,,,,,294531,,,,,,,,,292718,288751,,,,,
Aspcor1,,,,"155145,164897",,,,,,165397,,,,,,,,162514,,,,,,,,,,,,,,,
Asptam1,,,,"312945,304111","286456,313617",,,,,311161,,,,,,,,266808,,,,,,,,,,,,,,,
Aspbom1,,,,"8711,3809","5668,6170",,,,,4553,,,,,,,,8712,,,,,,,,,5726,5303,,,,,
Aspnom13137_1,,,,"2384,5570","7124,2421",,,,,4331,,,,,,,,2383,,,,,,,,,,6264,,,,,
Aspnom1,,,,"159854,159091","137307,157332",,,,,143717,,,,,,,,159852,,,,,,,,,,141402,,,,,
Asppsen1,,,,"296253,269060","274735,295045",,,,,278361,,,,,,,,273670,,,,,,,,,,196490,,,,,
Asptra1,,,,"583957,561880","563125,592394",,,,,587220,,,,,,,,25669,,,,,,,,,,590359,,,,,
Asppar1,,,,"232184,213791","216112,236480",,,,,213053,,,,,,,,232182,,,,,,,,,,236234,,,,,
Aspara19utr,,,,"176956,154329","177264,172300",,,,,146756,,,,,,,,176958,,,,,,,,,,31100,,,,,
Aspmin1,,,,"226064,239428","246882,225960",,,,,246360,,,,,,,,95584,,,,,,,,,,217129,,,,,
Aspser1,,,,"203511,53339,193144",215289,,,,,190833,,,,,,,,172891,,,,,,,,,,180441,,,,,
Asppari1,,,,"387236,378913","399707,378459",,,,,406403,,,,,,,,387237,,,,,,,,,,29656,,,,,
Aspfl2_3,,,,"2158571,1876567","10155,1197",,,,,2278795,,,,,,,,10682,,,,,,,,,,2282816,,,,,
Aspor1,,,,"6660,10633","7178,1016",,,,,1742,,,,,,,,6661,,,,,,,,,,5684,,,,,
Aspnovo1,,,,"173390,102608,232073",227216,,,,,198958,,,,,,,,106250,,,,,,,,,,231534,,,,,
Aspinso1,,,,138375,128324,,,,,155618,,,,,,,,"171359,7017",,,,163725,,163725,,,,,,163726,,,
Aspall1,,,,152142,"138538,151938",,,,,130264,,,,,,,,152141,,,,148471,,148471,,,,,,148470,,,
Aspamb1,,,,193795,"192912,201562",,,,,193794,,,,,,,,208603,,,,202785,,202785,,,,,,202784,,,
Aspcl1,,,,1561,6972,,,,,1563,,,,,,,,1566,,,,1564,,1564,,,,,,1565,,,
Aspgig1,,,,350000,332753,,,,,349995,,,,,,,,334550,,,,320275,,320275,,,,,,186119,,,
Asplon1,,,,212125,191306,,,,,223296,,,,,,,,212130,,,,72473,,72473,,,,,,72551,,,
Aspcla1,,,,243204,228328,,,,,243201,,,,,,,,235582,,,,54559,,54559,,,,,,227840,,,
Asprhi1,,,,175087,137963,,,,,169561,,,,,,,,175092,,,,87239,,87239,,,,,,160747,,,
Aspbre1,,,,"229177,253004","262582,137854",,,,,266394,,,,,,,,19805,,,,251091,,251091,,,,,251092,,,,
Aspdur1,,,,"258398,259178",189146,,,,,258400,,,,,,,,267954,,,,178385,,178385,,,,,178407,,,,
Asptsu1,,,,"430116,426335",126188,,,,,401630,,,,,,,,378054,,,,213132,,213132,,,,,213068,,,,
Asppal1_1,,,,"389539,390978",379519,,,,,370009,,,,,,,,240232,,,,370008,,370008,,,,,370004,,,,
Asppri1,,,,"396526,378515",168710,340482,,,,396529,,,,,,,,281021,,,,281006,,281006,,,,,366775,,,,
Aspvir1,,,,"231911,183338",225362,,,,,193579,,,,,,,,231918,,,,193580,,193580,,,,,43919,,,,
Aspfer1,,,,207646,194645,,,,,207643,,,,,,,,207639,,,,202694,,202694,,,,,194109,,118710,,
Aspbrevi1,,,,265834,235507,,,,,254719,,,,,,,,254708,,,,15088,,15088,,,,,254713,,,,
Asppern1,,,,227698,1311,,,,,211916,,,,,,,,211919,,,,198032,,198032,,,,,133167,,,,
Aspneow1,,,,225211,9175,,,,,196490,,,,,,,,208118,,,,225213,,225213,,,,,225214,,,,
Asptur1,,,,157098,69320,,,,,157096,,,,,,,,157093,,,,157095,,157095,,,,,167098,,,,
Asppap1,,,,465400,2862,,,,,465397,,,,,,,,465394,,,,458667,,458667,,,,,458666,,379756,,
Aspmult1,,,,308682,169404,,,,,346958,,,,,,,,346965,,,,346959,,346959,,,,,105700,,,,
Aspass1,,,,446409,271706,,,,,396734,,,,,,,,446416,,,,436304,,436304,,,,,436305,,,,
Aspnis1,,,,169881,8306,,,,,129388,,,,,,,,39781,,,,129389,,129389,,,,,159663,,,,
Aspspa1,,,,259825,47689,,,,,228888,,,,,,,,127688,,,,228886,,228886,,,,,244715,,,,
Aspshe1,,,,224993,44180,,,,,194911,,,,,,,,224995,,,,158055,,158055,,,,,158085,,,,
Aspaurlut1,,,,327308,320382,,,,,278526,,,,,,,,308363,,,,278527,,278527,,,,,125395,,,,
Aspwak1,,,,486535,165177,,,,,433399,,,,,,,,466631,,,,433400,,433400,,,,,186800,,,,
Asphir1,,,,169321,122702,,,,,176894,,,,,,,,176899,,,,176896,,176896,,,,,169316,,,,
Aspfu_A1163_1,,,,102412,100650,,,,,102414,,,,,,,,102419,,,,102415,,102415,,,,,102417,,,,
Aspfu1,,,,3225,1429,,,,,3227,,,,,,,,3230,,,,3228,,3228,,,,,3229,,,,
Aspspi1,,,,285211,93724,,,,,259890,,,,,,,,285208,,,,108011,,108011,,,,,108000,,,,
Aspbot1,,,,212822,62476,,,,,171746,,,,,,,,212827,,,,110198,,110198,,,,,110199,,,176638,
Asplaci1,,,,280490,110944,,,,,286404,,,,,,,,286403,,,,202840,,202840,,,,,268122,,,,
Neofi1,,,,8433,2350,,,,,8435,,,,,,,,8438,,,,8436,,8436,,,,,8437,,,,
Aspcorea1,,,,382354,217654,,,,,340305,,,,,,,,373942,,,,182256,,182256,,,,,182188,,,,
Aspoer1,,,,391544,"411011,19572",,,,,411303,,,,,,,,316451,,,,400442,,400442,,,,,316314,,,,
Asplen1,,,,282452,175613,,,,,274081,,,,,,,,295917,,,,292613,,292613,,,,,123740,,,,
Aspfumis1,,,,343712,309384,,,,,327302,,,,,,,,353971,,,,278845,,278845,,,,,278855,,,,
Aspnov1,,,,501077,,,,,,438093,,,,,,,,448094,,,,438094,,438094,,,,,457049,,,,
Aspfumig1,,,,156282,159422,,,,,124739,,,,,,,,147855,,,,124737,,124737,,,,,45914,,,131664,
Aspign1,,,,"269643,282510",276127,,,,,279256,,,,,,,,279260,,,,269646,,269646,,,,,269647,,,,
Aspudag1,,,,"228605,320158",304402,,,,,325163,,,,,,,,,,,,325165,,325165,,,,,325167,,,,
Aspuda1,,,,"931,5880",2691,,,,,934,,,,,,,,937,,,,935,,935,,,,,936,,,,
Aspsia1,,,,478652,347913,496571,,,,457761,,,,,,,,500013,,,,343932,,343932,,,,,343885,,,,
Asppsev1,,,,"286798,256362",215122,,,,,255593,,,,,,,,286792,,,,268015,,268015,,,,,157295,,,260739,
Asppsf1,,,,"166837,167533",188310,,,,,186716,,,,,,,,82355,,,,186714,,186714,,,,,82357,,,176033,
Asppara1,,,,"461535,480438","434613,377058",,,,,258876,,,,,,,,461530,,,,479052,,479052,,,,,470305,,,406991,
Penste1,,,,3146,7056,,,,,3182,,,,2574,,,,3148,,,,,,,,,,,6109,,5273,,
Penbi1,,,,"363962,361929","451991,453916",,,,,437294,,,,,,,,457846,,,,,,,,,,,368345,,,,
Pengl1,,,,"319342,388459",326071,,,,,434309,,,,,,,,344929,,,,386211,,386211,,,,,386210,,449500,,
ThyNC0857_1,,,,,,,,,,405769,,,,411825,,,,405726,,,,"411816,398359",,"411816,398359",,,,,,,342950,,
Penfe1,,,,420905,"367642,443209",,,,,248234,,,,,,,,379160,,,,374188,,374188,,,,,374189,,,,
Pendec1,,,,"3635,2320","3285,4299",,,,,1835,,,,,,,,2319,,,,,,,,,,,6044,,,,
Pencit1,,,,"416461,507120","231391,519718",,,,,507101,,,,,,,,,,,,169835,,169835,,,,,169837,,530248,,
Penox1,,,,"6066,9459",451,,,,,9419,,,,,,,,9458,,,,4476,,4476,,,,,4477,,,9203,
Pensub1,,,,7595,4644,,,,,7639,,,,,,,,7597,,,,9014,,9014,,,,,9013,,1252,,
Penca1,,,,"368201,330817,420172",,,,,,366664,,,,,,,,366620,,,,436359,,436359,,,,,366662,,,,
Penanta1,,,,"3148,357507",345569,,,,,314153,,,,,,,,288600,,,,392250,,392250,,,,,381996,,,,
Penant1,,,,4178,1211,10106,,,,8176,,,,,,,,8213,,,,8177,,8177,,,,,8178,,,,
Penatra1,,,,61910,44563,,,,,69562,,,,,,,,60451,,,,69561,,69561,,,,,51326,,,,
Penra1,,,,309878,308295,383920,,,,385349,,,,,,,,299645,,,,313468,239933,313468,,,,,352904,,,,
PenbrAgRF18_1,,,,"346457,343846",381601,,,,,365989,,,,,,,,290737,,,,394220,,394220,,,,,365992,,,,
Penbr2,,,,"39480,50716",49152,,,,,63807,,,,,,,,55836,,,,52553,,52553,,,,,63804,,,,
Penmal1,,,,28923,58656,,,,,59169,,,,,,,,67379,,,,59170,,59170,,,,,51619,,,,
Pencop1,,,,2929,6432,,,,,2966,,,,,,,,2930,,,,2965,,2965,,,,,2964,,,,
Pengri1,,,,4440,7509,,,,,4488,,,,,,,,4441,,,,4487,,4487,,,,,4486,,,,
Penvul1,,,,7044,"6912,3038",,,,,6764,,,,,,,,7045,,,,6763,,6763,,,,,6762,,,,
Penswi1,,,,290389,260979,,,,,311589,,,,,,,,358550,,,,269255,,269255,,,,,311587,,,,
Penfla1,,,,7860,"365,6312",,,,,10717,,,,,,,,10679,,,,10715,,10715,,,,,10716,,,,
Penla1,,,,376719,"383976,429578,368610",,,,,381190,,,,,,,,381147,,,,398109,,398109,,,,,435228,,438622,,
Pennal1,,,,"5124,546","7223,2577",,,,,6646,,,,,,,,6607,,,,6645,,6645,,,,,6644,,,,
Pench1,,,,37372,"69065,8086",86037,,,,65815,,,,,,,,67421,,,,1056,,1056,,,,,1057,,,7658,
PenchWisc1_1,,,,148036,145457,"140725,140705",,,,146447,,,,,,,,146403,,,,146446,,146446,,,,,146445,,,141866,
Aspcris1,,,,,"433186,434253",,,,,384343,,,,,,,,395965,,,,384346,,384346,,,,,384350,,383865,,
Penth1,,,,175288,220852,,,,,182010,,,,,,,,212226,,,,107832,,107832,,,,,169989,,,175243,
Pennord1,,,,,,5148,,,,8198,,,,,,,,11391,,,,8199,,8199,,,,,8200,,,,
Penpol1,,,,,2207,,,,,158,,,,,,,,104,,,,157,,157,,,,,156,,,,
Penita1,,,,,7874,,,,,4149,,,,,,,,3833,,,,4148,,4148,,,,,4147,,,,
Pendi1,,,,,1329,,,,,4699,,,,,,,,4661,,,,4698,,4698,,,,,4697,,,,
Pendig1,,,,,16997,,,,,12839,,,,,,,,12801,,,,12838,,12838,,,,,12837,,,,
Penex1,,,,,324791,,,,,372656,,,,,,,,372617,,,,372655,,372655,,,,,398939,,,,
Penexp1,,,,,5580,,,,,1091,,,,,,,,1036,,,,1090,,1090,,,,,1089,,,,
Pensol1,,,,6912,11235,,,,,7381,,,,,,,,7324,,,,7380,,7380,,,,,7379,,,,
Pensoli1,,,,290116,243653,,,,,256722,,,,,,,,307780,,,,318600,,318600,,,,,360652,,,,
Thelan1,,,,"6033,6033",,,,,,6035,,,,,,,,6032,,,,6034,,6034,,,,,"6033,2661,6033",,,,
Talst1_2,,,,12034,,,,,,12030,,,,,,,,12035,,,,12031,,12031,,,,,12032,,,,
Talabor1,,,,3195,,,,,,3190,,,,,,,,3196,,,,3192,,3192,,,,,3193,,8677,,
Talma1_2,,,,7830,,,,,,7825,,,,,,1738,,7836,,,1736,7826,,7826,,,,,"7828,7827",,,,
Aspcon1,,,,,755260,,,,,895266,,,,,,,,569376,,,,,,,,,,,,,,,
Aspbip1,,,,314176,,,,,,305121,,,,,,,,305587,,,,194211,302247,194211,,,,,,"248648,282753",,,
Asphom1,,,,,"452657,461277",,,,,343502,,,,,,,,445644,,,,,,,,,,,,,,337543,
Aspsac1,,,,,"391462,402725",,,,,15533,,,,,,,,393967,,,,,,,,,,,,,,,
Aspacu1,,,,,"326027,468910,392731",,,,,437556,,,,,,324596,,426258,,,402130,,,,,,,,,439211,,375847,
Aspfij1,,,,,"524647,476659,532475",,,,,86334,,,,,,516643,,303140,,,455474,,,,,,,,,492417,,461238,
Aspbru1,,,,,"492512,379965,480512",,,,,205689,,,,,,499080,,356583,,,454077,,,,,,,,,464783,,373657,
Aspac1,,,,,"20684,20619",,,,,41006,,,,,,31261,,36084,,,53255,,,,,,,,,44827,,46498,
Aspflor1,,,,,"227167,229139",,,,,37546,,,,,,230425,,230326,,,113083,,,,,,,,,211700,,207469,
Aspind1,,,,,"36432,497953",,,,,348454,,,,,,470292,,138431,,,392389,,,,,,,,,444629,,,
Aspvio1,,,,,"460221,456434",,,,,348325,,,,,,331228,,471061,,,331287,,,,,,,,,421840,,426399,
Aspuva1,,,,,"340604,316378",,,,,328596,,,,,,194862,,421638,,,194894,,,,,,,,,378548,,350097,
Aspjap1,,,,,"344080,429077",,,,,139258,,,,,,442238,,407456,,,236645,,,,,,,,,404237,,313087,
Aspell1,,,,,"396861,481806,486353,390380",,,,,395643,,,,,,,,439780,,,,,,,,,,,,,,,
Asphet1,,,,,"426446,426471,418339,341967",,,,,302247,,,,,,,,380232,,,,,,,,,,,,,,,
Aspscl1,,,,,"545864,556167,513689",,,,,458630,,,,,,,,517529,,,,,,,,,,,,,,,
Aspscle1,,,,,"321121,373598,311419",355831,,,,372743,,,,,,376492,,71341,,,,,,,,,,,,,,,
Aspca11822_1,,,,,"691353,498687,482807",,,,,440090,,,,,,,,699875,,,,,,,,,,,,,,,
Aspca3,,,,,"207985,147796,133074",,,,,8073,,,,,,,,172075,,,,,,,,,,,,,,,
Aspca4,,,,,"1117392,835690,209745",,,,,194418,,,,,,,,1123208,,,,,,,,,,,,,,,
Aspca12550_1,,,,,"178350,178942,183095",,,,,470228,,,,,,,,264029,,,,,,,,,,,,,,,
Aspbr1,,,,,"60331,119835,138786,133036",,,,,113406,,,,,,,,131114,,,,,,,,,,,,,,,
Aspvad1,,,,,"339201,404644,445148,444350",,,,,402069,,,,,,,,46588,,,,,,,,,,,,,,,
Asppip1,,,,,"443221,408097,465482",,,,,460706,,,,,,,,433264,,,,,,,,,,,,,,,
Asplac1,,,,,"34651,365065,457361,455127",,,,,116890,,,,,,,,377663,,,,,,,,,,,,,,,
Aspni_NRRL3_1,,,,,"2783,2751,8516",,,,,1039,,,,,,,,462,,,,,,,,,,,,,,,
Aspni_bvT_1,,,,,"282804,282830,335678,275967",,,,,327251,,,,,,,,374043,,,,,,,,,,,,,,,
Aspneo1,,,,,"295862,431977,433815,342734",,,,,408754,,,,,,,,328864,,,,,,,,,,,,,,,
Asptu1,,,,,"28606,40994,70613",,,,,49054,,,,,,,,196559,,,,,,,,,,,,,,,
Aspeuc1,,,,,"303649,433771,444894,350714",,,,,320771,,,,,,,,359301,,,,,,,,,,,,,,,
Aspka1_1,,,,,"16392,16366,20918",,,,,20287,,,,,,,,17832,,,,,,,,,,,,,,,
Aspfo1,,,,,"716058,30762,157236,50562",,,,,62573,,,,,,,,347443,,,,,,,,,,,,,,,
Aspni_DSM_1,,,,,"156418,156385,159967,158367",,,,,166317,,,,,,,,163030,,,,,,,,,,,,,,,
Aspph1,,,,,"282987,232700,260621,256315",,,,,107345,,,,,,,,339298,,,,,,,,,,,,,,,
Aspbisp1,,,,,"30362,198291",,,,,182799,,,,,,,,209087,,,,,,,,,,,,,,,
Aspfuni1,,,,39722,"214948,206655",,,,,117786,,,,,,,,189627,,,,,,,,,198604,,,,,,
Aspram1,,,,5819,"2264,2464",,,,,4111,,,,,,,,5818,,,,,,,,,,3797,,,,,
Aspramb1,,,,213502,"229987,230901",,,,,223931,,,,,,,,232968,,,,,,,,,,91330,,,,,
Aspoch1,,,,509566,"431074,514909",,,,,517403,,,,,,,,436884,,,,,,,,,,476156,,,,,
Aspoch1432_1,,,,3696,"4522,1127",,,,,2478,,,,,,,,3697,,,,,,,,,,7740,,,,,
Aspamy1,,,,51065,"149471,162666",,,,,173006,,,,,,,,161347,,,,,,,,,,174771,,,,,
Aspsil1,,,,140616,"281696,314059",,,,,332863,,,,,,,,297028,,,,333202,,333202,,,322776,333842,,169979,,,
Aspkar1,,,,226275,"230397,228104,219487",,,,,229873,,,,,,,,229355,,,,,,,,,,,,,,224469,
Aspcru1,,,,407878,"388551,398588",,,,,389239,,,,,,,,217015,,,,,,,,,,,,,,,
Aspspe1_1,,,,183357,"207570,206816",,,,,172655,,,,,,,,166486,,,,,,,,,,200428,,,202755,,
Aspund1_1,,,,124511,"278676,7803",,,,,258691,,,,,,,,296084,,,,,,,,,,,,,,,
Aspven1,,,,"33108,47222","40300,40285",,,,,37196,,,,,,,,43874,,,,,,,29102,,,38220,,,29100,,
Aspstel1_1,,,,188443,"42383,195080",,,,,205453,,,,,,,,209363,,,,,,,191223,,,,,,210209,,
Aspoli1_1,,,,55946,"229759,229745",,,,,200455,,,,,,,,,,,,,,,209386,,,209853,,,219204,,
Aspdro1,,,,220308,"246529,169605",,,,,201765,,,,,,,,241277,,,,,,,235386,,,,,,235384,,
Aspmir1,,,,217090,"119915,179176",,,,,227794,,,,,,,,215737,,,,,,,212960,,,155677,,,231705,,
Aspgra1,,,,422177,73606,,,,,444780,,,,,,,,277187,,,,,,,,,,,,,,,
Asphethal1,,,,"281622,300927",299700,,,,,299735,,,,,,,,138715,,,,,,,,,,280071,,,,,
Asppust1,,,,"249546,261815","260493,224869",,,,,46814,,,,,,,,247384,,,,,,,,,,261695,,,,,
Asppdef1,,,,269603,161084,,,,,277781,,,,,,,,277196,,,,,,,,,,263275,,,,,
Aspcal1,,,,759044,771132,"763918,768138",,,,771726,,,,,,,,763353,,,,,,,,,,760313,,,,,
Aspcali1,,,,611263,496391,509917,,,,626827,,,,,,,,633600,,,,,,,,,,642923,,,,,
Aspins1,,,,317384,308369,,,,,316793,,,,,,,,319173,,,,,,,,,,,,,,,
Aspkev1,,,,39426,23741,,,,,351734,,,,,,,,346542,,,,,,,,,,349516,,,,,
Aspth1,,,,347715,352260,"354433,333442",,,,348288,,,,,,,,375328,,,,,,,,,,,,,,,
Aspger1,,,,233174,250195,,,,,250727,,,,,,,,251459,,,,,,,,,,,,,,,
Aspaurlat1,,,,49979,125951,190274,,,,264414,,,,,,,,281966,,,,,293381,,,,,297562,,,,,
Aspung1,,,,60327,"24561,61922",43672,,,,52178,,,,,,,,48945,,,,,,,,,,,,,39693,,
Aspmic1,,,,59742,"27761,360602",355182,,,,362093,,,,,,,,358595,,,,,,,,,,,,,350086,,
Aspmul1_1,,,,"153354,178036","186268,186265",,,,,171839,,,,,,,,179852,,,,,,,,,,184245,,,,,
Asprec1_1,,,,196369,"134936,174980",,,,,203772,,,,,,,,189294,,,,,,,,,,,,,,,
Aspnav1_1,,,,207956,249988,,,,,231663,,,,,,,,248820,,,,,,,212571,,,248988,,,212565,,
Aspfalc1,,,,172855,"196147,193507",,,,,173796,,,,,,,,173929,,,,,,,,,,187576,,,,,
Aspfru1,,,,213881,"195118,150258",,,,,217149,,,,,,,,206500,,,,,,,,,,217457,,,,,
Aspind2_1,,,,"210049,198831","181166,8287",,,,,207643,,,,,,,,210666,,,,,,,,,,,,,,,
Aspsim1_1,,,,"134357,216164","202872,202890",,,,,174566,,,,,,,,36921,,,,,,,,,,,,,,,
Aspne1,,,,15564,"189910,189905",,,,,178721,,,,,,,,185859,,,,,,,,,,184098,,,,,
Aspcle1,,,,50822,153724,,,,,146973,,,,,,,,152727,,,,,,,,,,140273,,,,,
Aspacri1,,,,214154,226940,,,,,208597,,,,,,,,207839,,,,,,,,,,102815,,,,,
Aspfove1,,,,"157606,172039","165629,146599",,,,,158921,,,,,,,,162055,,,,,,,,,,170680,,,,,
Aspden1,,,,132648,"156134,302779",,,,,320674,,,,,,,,328547,,,,,,,,,,316708,,,,,
Aspsublat1,,,,273473,"76102,257405",,,,,267345,,,,,,,,281362,,,,,,,,,,273078,,,,,
Aspquag1,,,,35181,"230805,143285",,,,,221341,,,,,,,,230344,,,,,,,,,,176568,,,,,
Aspquaf1,,,,142477,"130648,107636",,,,,160817,,,,,,,,160020,,,,,,,,,,86123,,,,,
Asptetr1,,,,123180,"41763,42265",,,,,201162,,,,,,,,204416,,,,,,,,,,202070,,,,,
Sarco1,,415544,"487229,497549,501706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plemel1,,531451,"408801,430685,351502",,,,,,,,,,,,,,,,,,,,,,351819,,,,,425307,,,
Lepmi1,,,,,28065,,,,,,,,,,"552421,64230",,,,358578,,,,,,,,,,,,,,
Glalo1,,1236,"6000,5967,9344",,,,,,,,,,,2084,,3063,,,,,,,,,,,,,,,,,
Xylhe1,,,"249858,230910","235436,254481",,,,,,,,,,265316,,,,,,,,,223250,,,,254283,,,,,,
Trigu1,1049710,,"1081936,1012123",1063209,,,,,,,,,,964250,,,,,,,,,1006373,,,,,,,,,,
Monpu1,,,,,"557234,522687",496958,,,,,,,,518777,,,,,,,,,,,,,,,,,"506099,509132",,
Byssp1,,,,2443,5790,,,,,,,,,5818,,,,2444,,,,5820,,5820,,,,,,,5822,,
Bysni1,,,,89838,64253,,,,,,,,,80870,,,,80212,,,,70516,,70516,,,,,,,60813,,
Xanpa2,787779,,1659190,,,,,,,,,,,1655435,,,,,,,,,1595584,,,,,,,,,,
LobpulSc1,1651034,2135870,2097356,480319,,,,,,,,,,2155998,,,,,,,,,,,,,2142639,,,,,,
LobpulAf1,,1071383,"682402,553406",961146,,,,,,,,,,1151007,,,,,,,,,,,,,120168,,,,,,
Lobpul1,498546,1246117,1073247,1079385,,,,,,,,,,1274420,,,,,,,,,,,,,1249267,,,,,,
LobpulSw1,,4048170,"4015554,4231688",3364896,,,,,,,,,,4066452,,,,,,,,,,,,,4184938,,,,,,
LobpulSp1,,966187,"1174477,13911",48433,,,,,,,,,,977897,,,,,,,,,,,,,1144743,,,,,,
Pseudest1,"3877,2999",240,4665,,,,,,,,,,,4667,,,,,,4669,,,,,,,,,,4671,,,
